,purpose,int.rate,installment,annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
7644,credit_card,0.128,711.52,144786.93,5.5,740,10496,37288.0,47.5,0,0,0,0
7645,major_purchase,0.1008,219.78,60847.76,2.35,773,4823,5937.0,24.1,0,0,0,0
7646,major_purchase,0.1052,306.96,105472.95,2.77,743,3738,1268.0,65.9,0,0,0,0
7647,all_other,0.1532,179.63,72499.13,14.3,668,2487,3836.0,13.5,11,0,0,0
7648,all_other,0.1191,188.0,80067.94,21.77,704,4695,4800.0,8.5,3,1,0,1
7649,small_business,0.0854,491.99,114242.54,1.88,780,4493,2427.0,7.3,2,0,0,0
7650,all_other,0.1752,208.21,90698.4,6.27,634,4479,970.0,11.7,8,0,0,1
7651,credit_card,0.0917,482.71,57981.16,17.2,759,8664,5470.0,44.5,1,0,0,0
7652,home_improvement,0.1635,832.5,78743.57,15.62,711,5148,5908.0,62.0,5,0,0,0
7653,educational,0.1614,93.13,31477.94,18.17,653,4154,1628.0,70.9,3,0,0,1
7654,small_business,0.1037,328.24,84899.51,2.03,776,3213,198.0,19.9,0,0,0,1
7655,credit_card,0.1155,52.07,86888.57,13.89,645,3754,9379.0,66.7,0,0,0,0
7656,small_business,0.1403,418.01,30683.59,18.97,718,1924,14192.0,47.7,1,0,0,0
7657,small_business,0.1566,774.23,87466.01,16.76,709,8560,39193.0,40.5,3,0,0,1
7658,home_improvement,0.1313,607.36,77623.21,2.63,767,2771,2880.0,5.6,0,0,0,0
7659,small_business,0.141,870.66,107031.02,16.45,698,9527,17664.0,24.0,0,1,0,0
7660,small_business,0.1598,241.87,63807.29,6.5,656,1666,18472.0,95.3,0,0,0,0
7661,credit_card,0.1241,87.47,42478.63,15.93,703,825,1940.0,13.8,0,0,0,0
7662,small_business,0.1275,161.19,37281.26,13.99,713,3508,3083.0,19.5,0,0,1,1
7663,major_purchase,0.1121,314.87,30856.12,17.67,701,4741,9135.0,44.4,2,0,0,0
7664,credit_card,0.0807,154.05,41210.96,5.3,779,5488,10313.0,54.7,0,0,0,0
7665,credit_card,0.1168,207.86,78051.75,6.96,759,6169,7143.0,27.1,0,0,0,0
7666,major_purchase,0.1456,195.51,76015.45,10.54,689,3832,2210.0,45.9,2,1,0,0
7667,all_other,0.0689,71.92,39637.68,17.61,806,8889,8548.0,7.0,3,0,0,0
7668,credit_card,0.1136,604.76,62156.52,1.15,710,2775,26225.0,51.9,2,0,0,0
7669,debt_consolidation,0.1303,618.04,49646.27,21.22,709,11809,22584.0,48.5,1,0,0,0
7670,all_other,0.1222,524.44,65613.06,1.22,797,5732,1643.0,1.9,0,0,0,0
7671,debt_consolidation,0.0794,326.58,26696.87,7.4,775,5817,25816.0,28.1,0,0,0,0
7672,debt_consolidation,0.1515,476.54,52619.75,25.22,733,4309,26564.0,46.8,0,0,0,0
7673,all_other,0.167,232.51,37949.46,10.58,657,3453,4085.0,61.2,3,0,0,1
7674,credit_card,0.0794,186.98,182165.77,4.7,763,7158,3934.0,11.6,0,0,0,0
7675,educational,0.1184,429.68,55283.22,2.83,698,4737,8262.0,23.8,7,1,0,0
7676,,0.1314,813.61,62074.45,2.95,698,2331,1541.0,4.6,8,0,0,1
7677,educational,0.0981,253.23,25512.95,7.09,721,1191,2584.0,45.1,0,0,0,0
7678,debt_consolidation,0.1387,181.95,58381.48,10.51,710,4753,1998.0,28.3,3,0,1,0
7679,small_business,0.1317,310.39,119341.79,22.07,717,3722,65531.0,45.8,3,0,0,0
7680,major_purchase,0.122,237.87,57358.49,2.57,730,1146,839.0,4.8,1,0,0,0
7681,all_other,0.1035,82.44,51433.49,18.96,711,4660,33603.0,27.5,13,0,0,0
7682,debt_consolidation,0.1317,693.75,76888.01,14.59,747,6501,20627.0,47.9,0,0,0,0
7683,home_improvement,0.0982,826.6,56810.97,6.34,701,16117,28761.0,57.1,1,0,0,0
7684,home_improvement,0.1139,112.38,68340.3,7.65,665,3032,1622.0,18.7,4,0,0,1
7685,educational,0.13,106.73,6017.34,17.53,666,2583,17130.0,71.9,5,0,0,0
7686,small_business,0.1102,223.48,27960.6,10.66,736,4132,10343.0,17.2,0,0,0,0
7687,major_purchase,0.1516,868.64,72778.85,1.46,731,4016,10027.0,15.5,1,0,0,1
7688,debt_consolidation,0.108,386.87,50935.84,18.58,729,2442,5363.0,29.6,0,0,0,0
7689,home_improvement,0.1236,360.69,95593.98,9.61,755,12074,6335.0,9.5,1,0,0,0
7690,credit_card,0.1216,394.05,66814.31,4.74,685,6209,10188.0,95.3,0,0,0,0
7691,educational,0.1479,332.38,37110.86,9.19,677,4174,520.0,48.1,1,1,0,0
7692,small_business,0.1304,344.02,52266.59,15.85,709,2183,24629.0,61.0,0,0,0,0
7693,home_improvement,0.0983,662.67,59455.3,1.19,754,7351,5718.0,8.1,0,0,0,0
7694,all_other,0.0781,306.95,13989.02,9.68,786,5183,3134.0,0.7,0,0,0,0
7695,,0.1065,32.94,33808.66,4.72,678,5248,25190.0,50.2,1,0,0,0
7696,credit_card,0.1346,403.62,98103.29,14.09,677,7669,224461.0,70.3,5,0,0,0
7697,credit_card,0.1101,218.03,35735.08,19.73,709,3585,8916.0,62.9,0,1,0,0
7698,credit_card,0.1335,399.59,79284.51,14.99,720,3739,10907.0,42.1,0,0,0,0
7699,major_purchase,0.1082,159.96,39200.96,17.68,675,3797,2697.0,67.5,2,0,0,0
7700,debt_consolidation,0.1596,670.08,66918.49,14.13,699,2943,3140.0,38.8,1,0,0,0
7701,educational,0.1112,547.0,79121.35,1.51,732,9393,1938.0,5.3,1,1,0,0
7702,educational,0.0688,79.69,26847.81,7.31,773,5575,7193.0,38.4,0,0,0,0
7703,home_improvement,0.1328,203.3,87007.91,12.97,745,5081,37483.0,49.7,3,0,0,0
7704,home_improvement,0.0842,254.98,35933.57,14.3,776,5779,1034.0,3.9,0,0,0,0
7705,home_improvement,0.1338,823.26,57132.78,19.74,716,3774,10736.0,35.5,0,1,0,0
7706,all_other,0.0969,184.52,60548.94,15.13,731,6173,17423.0,88.8,0,0,0,0
7707,educational,0.0714,225.02,15829.64,3.76,762,6288,2807.0,19.9,0,0,0,0
7708,all_other,0.1008,327.62,48321.03,12.53,731,4748,3312.0,6.9,2,0,0,0
7709,educational,0.1335,202.84,33050.3,13.0,670,4540,2483.0,63.8,1,0,0,0
7710,home_improvement,0.1241,257.71,91768.74,4.46,743,6779,2241.0,25.4,0,1,1,1
7711,credit_card,0.1523,83.43,21786.78,21.81,660,3942,1172.0,88.3,0,0,0,1
7712,debt_consolidation,0.0884,389.78,32574.22,15.38,743,3749,9615.0,51.2,0,0,0,0
7713,all_other,0.1163,183.85,88769.87,9.07,683,2202,2159.0,12.6,2,0,0,0
7714,credit_card,0.1331,332.09,144750.65,26.73,694,7134,52080.0,56.7,5,0,1,0
7715,small_business,0.1283,653.21,58856.99,15.48,676,6123,24475.0,89.8,2,0,0,0
7716,home_improvement,0.1537,190.82,84731.14,22.66,660,2795,3660.0,69.8,0,0,0,1
7717,debt_consolidation,0.118,848.94,64874.0,17.89,697,9350,164884.0,66.8,1,0,0,0
7718,credit_card,0.1344,204.88,67964.03,3.61,700,4276,3559.0,21.5,4,1,0,0
7719,major_purchase,0.1452,532.06,92046.99,12.64,740,5495,12170.0,20.0,1,1,0,0
7720,credit_card,0.1202,169.48,18118.59,21.43,685,1348,7718.0,72.7,1,0,0,0
7721,credit_card,0.1222,232.05,91539.83,18.84,665,4899,10787.0,69.6,1,0,0,0
7722,all_other,0.1234,662.55,86377.75,2.52,730,1480,6192.0,29.1,0,0,0,0
7723,all_other,0.1151,166.11,67499.0,11.07,730,2162,1860.0,46.6,0,0,0,0
7724,small_business,0.1457,97.62,49181.71,14.77,676,2782,64585.0,88.5,0,0,0,0
7725,all_other,0.1151,179.56,107900.54,5.38,732,4385,6933.0,48.1,2,0,0,0
7726,small_business,0.1547,651.85,100867.59,9.38,712,3351,728.0,8.6,0,0,0,0
7727,debt_consolidation,0.1146,498.9,41323.83,24.19,712,5484,11614.0,63.1,0,1,0,0
7728,educational,0.1234,67.9,5682.04,3.54,688,2409,2416.0,88.0,0,0,0,0
7729,major_purchase,0.128,254.17,28965.12,12.95,680,2832,19649.0,6.3,2,0,0,1
7730,major_purchase,0.082,257.09,45378.27,1.74,767,2748,3454.0,28.7,0,0,0,0
7731,debt_consolidation,0.1351,175.23,100178.27,8.7,721,3741,5015.0,39.7,0,0,0,0
7732,debt_consolidation,0.1416,432.2,65711.79,13.24,702,4083,3333.0,44.9,0,0,0,0
7733,credit_card,0.1298,39.39,58243.76,5.26,722,2911,9085.0,49.8,1,0,0,0
7734,home_improvement,0.0847,316.06,84394.12,7.29,769,1883,1420.0,23.0,0,0,0,0
7735,home_improvement,0.1299,296.52,51808.21,17.64,677,3913,19397.0,91.4,3,1,0,0
7736,credit_card,0.1172,351.32,58371.72,24.62,682,5538,16355.0,73.5,0,0,0,0
7737,debt_consolidation,0.1561,248.53,28130.44,7.45,697,2956,5175.0,53.9,0,0,0,0
7738,credit_card,0.1481,393.53,38637.27,16.97,643,1752,20796.0,46.7,8,3,0,0
7739,educational,0.0996,202.99,82003.26,13.92,728,4878,6373.0,28.3,0,0,0,0
7740,major_purchase,0.1084,336.57,18488.23,2.77,768,4597,122.0,9.2,1,0,0,0
7741,small_business,0.171,467.5,62045.36,11.9,666,2486,17901.0,87.3,0,1,0,1
7742,home_improvement,0.0771,155.65,2546.78,15.02,767,6953,3480.0,6.1,0,0,0,0
7743,debt_consolidation,0.1967,201.35,47599.34,9.58,677,5499,5832.0,90.4,3,1,0,0
7744,credit_card,0.1002,173.42,87318.11,21.76,704,4278,12462.0,73.1,0,0,0,0
7745,small_business,0.1123,203.65,20128.71,12.17,707,2741,1564.0,2.7,0,1,0,0
7746,small_business,0.0874,311.28,32948.05,5.82,804,3485,3006.0,13.4,0,0,0,0
7747,credit_card,0.1131,186.22,22319.06,24.07,704,2678,10648.0,51.8,1,0,0,0
7748,educational,0.1244,170.4,17015.89,13.51,658,4039,14255.0,62.9,1,0,0,0
7749,debt_consolidation,0.1636,533.72,47517.98,20.5,681,2386,2489.0,61.6,3,0,0,0
7750,credit_card,0.1385,120.1,131154.91,16.67,674,3514,21004.0,70.6,0,0,0,0
7751,educational,0.0893,193.39,74218.09,6.94,737,4964,4122.0,40.9,0,0,0,0
7752,educational,0.0687,180.26,27157.44,1.41,767,2121,4416.0,15.3,0,0,0,0
7753,home_improvement,0.0669,142.33,48225.55,20.24,795,6868,22131.0,37.0,2,0,0,0
7754,educational,0.1211,633.38,135040.24,6.95,763,6089,9837.0,34.4,3,0,0,0
7755,educational,0.0711,142.28,10491.34,7.53,706,2367,723.0,33.1,4,0,0,1
7756,small_business,0.0773,178.18,74667.21,17.52,788,5271,1851.0,6.9,0,0,0,0
7757,credit_card,0.0909,210.74,135931.7,12.8,722,7928,38054.0,27.0,2,0,0,0
7758,home_improvement,0.0899,192.05,75559.01,1.85,720,2545,2483.0,7.0,0,0,0,0
7759,credit_card,0.0967,194.82,40153.53,6.12,760,9279,1541.0,40.9,0,0,0,0
7760,debt_consolidation,0.1498,341.8,49060.04,20.96,707,2158,7815.0,95.3,2,1,0,1
7761,debt_consolidation,0.1162,404.15,54499.84,7.13,699,3171,1813.0,93.1,4,0,0,0
7762,all_other,0.1521,407.24,47053.1,14.87,735,6955,4518.0,23.6,5,3,0,1
7763,educational,0.1165,581.53,186555.79,11.26,760,6084,19329.0,7.2,1,0,0,0
7764,debt_consolidation,0.1529,46.05,24329.28,24.73,679,1876,4409.0,71.6,1,0,0,1
7765,home_improvement,0.1831,197.46,110364.56,5.81,659,6099,17062.0,30.4,3,0,0,0
7766,educational,0.1379,170.82,12697.26,14.88,662,5265,32124.0,47.4,3,0,0,0
7767,debt_consolidation,0.1449,191.51,37249.59,20.75,678,3134,3634.0,70.6,1,0,0,0
7768,educational,0.1165,93.73,65887.87,16.97,721,4873,14592.0,93.8,0,0,0,0
7769,educational,0.1551,256.58,43711.81,16.41,691,2731,18350.0,92.5,1,0,0,0
7770,debt_consolidation,0.1224,90.37,63106.74,24.14,700,4133,12575.0,77.6,0,0,0,0
7771,debt_consolidation,0.1414,129.26,61945.87,18.82,681,4245,22761.0,92.3,0,0,0,0
7772,educational,0.0682,342.08,73236.73,12.75,797,4773,4040.0,0.4,2,0,0,0
7773,credit_card,0.137,670.22,267893.8,15.68,722,4283,27532.0,33.7,0,1,0,0
7774,educational,0.1435,89.96,32698.29,11.83,656,3585,933.0,91.6,1,1,0,1
7775,all_other,0.1451,240.01,70865.06,5.06,672,2660,37405.0,75.1,0,0,0,0
7776,small_business,0.1573,250.67,48393.08,17.19,644,3526,13511.0,64.0,2,0,0,0
7777,debt_consolidation,0.1157,583.53,113578.47,15.56,659,4887,12325.0,91.4,0,1,1,0
7778,debt_consolidation,0.1276,378.28,59605.83,12.41,783,10795,38333.0,66.9,0,1,0,0
7779,debt_consolidation,0.1144,391.47,131513.35,12.7,669,3525,2317.0,33.4,6,0,0,1
7780,major_purchase,0.1362,174.61,71879.25,13.05,701,1750,6270.0,72.0,2,0,0,0
7781,home_improvement,0.1627,266.8,56887.0,17.15,689,5418,17342.0,80.3,1,0,0,0
7782,credit_card,0.1265,214.39,33844.77,24.66,707,3061,23170.0,96.7,0,0,0,0
7783,all_other,0.1509,239.81,45590.57,5.33,637,2605,1716.0,17.2,5,0,0,1
7784,credit_card,0.0932,123.01,36942.93,14.3,698,3313,6274.0,38.5,4,0,0,0
7785,major_purchase,0.1236,526.97,213697.97,12.81,686,9800,35711.0,41.0,2,0,0,0
7786,debt_consolidation,0.1005,308.41,75511.65,23.26,720,10399,7362.0,40.1,0,0,0,0
7787,all_other,0.0796,203.85,34723.51,1.86,793,3192,316.0,1.3,3,0,0,0
7788,home_improvement,0.1401,872.9,75288.2,3.92,747,3371,3854.0,4.2,5,0,0,0
7789,credit_card,0.1233,186.18,48155.47,21.57,643,2873,23101.0,101.9,1,0,0,0
7790,small_business,0.128,522.23,51546.46,4.92,744,2955,11240.0,55.8,3,0,0,0
7791,home_improvement,0.1199,205.42,78308.08,7.96,734,5593,7196.0,24.9,0,1,0,0
7792,debt_consolidation,0.1735,89.16,77973.75,13.85,666,2281,2664.0,76.3,0,0,0,0
7793,all_other,0.1335,104.87,65309.85,6.06,700,483,270.0,7.1,1,0,0,0
7794,all_other,0.144,155.73,33710.79,16.98,679,3902,12258.0,93.4,3,0,0,0
7795,debt_consolidation,0.1557,365.83,102469.18,23.46,653,7037,26496.0,80.3,1,1,0,0
7796,educational,0.1168,180.88,42700.47,11.59,713,5430,7462.0,92.7,1,0,0,0
7797,debt_consolidation,0.1743,702.3,63630.14,9.18,675,4959,96581.0,50.8,1,0,0,0
7798,credit_card,0.1201,685.83,65545.67,6.0,726,5888,6039.0,33.0,0,0,0,0
7799,educational,0.0918,51.07,23291.79,16.37,746,1004,535.0,44.0,4,0,0,0
7800,all_other,0.095,98.79,91577.38,27.74,686,4353,41896.0,18.3,1,0,0,1
7801,all_other,0.1505,275.43,76970.64,4.36,688,5470,305.0,32.0,0,3,0,0
7802,debt_consolidation,0.1401,227.62,46857.29,18.51,694,6830,15627.0,49.0,0,0,0,0
7803,all_other,0.0843,277.96,31795.86,5.57,785,4582,699.0,2.5,0,0,0,0
7804,,0.1511,168.39,128724.87,8.35,679,5286,1110.0,37.4,3,0,1,0
7805,major_purchase,0.1328,225.84,46211.3,2.79,710,3672,1424.0,42.4,2,0,0,0
7806,all_other,0.0955,184.93,54478.12,15.07,713,3841,3017.0,63.3,0,0,0,0
7807,credit_card,0.1682,195.72,68081.41,17.79,667,3686,96676.0,66.2,0,0,0,0
7808,debt_consolidation,0.0719,342.9,39960.65,13.71,782,7203,277.0,14.4,2,0,0,0
7809,home_improvement,0.1626,211.11,111963.54,7.65,693,10487,13080.0,91.9,0,0,0,0
7810,educational,0.1168,413.22,187081.77,14.88,689,1949,25658.0,2.3,6,0,0,1
7811,small_business,0.1512,782.55,128779.08,19.61,752,6023,32997.0,10.8,1,0,0,0
7812,all_other,0.0759,128.64,43992.38,10.01,741,4888,2979.0,23.1,2,0,0,0
7813,credit_card,0.0921,336.06,48842.98,17.37,790,9700,19574.0,42.5,1,0,0,0
7814,small_business,0.1128,143.93,40617.66,19.75,719,4077,31481.0,77.5,1,0,0,1
7815,educational,0.1395,148.06,91460.06,2.88,677,7106,8331.0,79.4,2,0,1,0
7816,home_improvement,0.132,154.54,73099.53,9.57,669,1730,7439.0,59.3,3,2,0,1
7817,all_other,0.0733,207.47,38192.03,6.85,803,4885,1012.0,12.5,0,0,0,0
7818,all_other,0.1153,241.35,59328.59,7.98,700,5556,4191.0,36.4,0,0,0,0
7819,credit_card,0.1484,172.26,59393.1,21.34,649,2555,25077.0,70.1,3,1,0,1
7820,home_improvement,0.1463,262.91,67973.16,7.73,674,3665,13039.0,68.6,0,0,0,0
7821,all_other,0.1627,195.53,97428.58,18.02,664,11674,9332.0,60.9,2,0,0,0
7822,home_improvement,0.1195,535.56,183589.86,7.04,706,5918,136095.0,16.1,0,1,0,0
7823,all_other,0.0881,187.18,78266.61,10.14,755,6781,14680.0,45.0,0,0,0,0
7824,credit_card,0.166,131.33,60388.88,11.14,670,3335,9038.0,95.5,3,0,0,0
7825,all_other,0.0815,48.28,22116.9,20.62,758,3864,1747.0,25.7,0,0,0,0
7826,credit_card,0.1137,156.78,30637.69,18.72,681,8275,21543.0,94.4,3,0,0,0
7827,major_purchase,0.1217,148.4,16785.2,10.19,712,3542,1447.0,5.8,0,0,0,0
7828,all_other,0.069,236.85,75174.45,8.33,761,5872,2852.0,6.9,0,0,0,0
7829,small_business,0.1368,467.34,81341.55,6.09,707,3361,5037.0,10.4,0,0,0,0
7830,home_improvement,0.0758,203.35,57238.02,11.06,719,7085,6152.0,18.9,0,0,0,0
7831,,0.1358,155.78,45191.9,8.46,702,5036,5930.0,65.9,1,0,0,0
7832,debt_consolidation,0.1554,534.61,62858.58,11.06,700,3232,3331.0,39.9,1,0,0,0
7833,all_other,0.1154,538.85,33578.8,9.59,715,2585,2792.0,46.1,1,0,0,0
7834,debt_consolidation,0.0921,69.31,33781.67,7.75,750,2920,1102.0,28.3,0,0,0,0
7835,small_business,0.117,172.72,71902.78,19.11,755,4715,51537.0,42.4,3,0,0,0
7836,educational,0.0643,184.55,30827.78,16.32,765,7531,3839.0,26.9,1,0,0,0
7837,major_purchase,0.091,185.22,27358.9,7.33,719,6019,16991.0,55.8,1,0,0,0
7838,small_business,0.1498,267.65,44195.08,18.17,660,5830,9425.0,84.4,1,0,0,0
7839,all_other,0.1223,482.54,33729.33,13.32,687,5574,4243.0,6.6,3,0,0,1
7840,debt_consolidation,0.1394,204.69,63878.28,15.26,668,960,10298.0,49.2,5,0,0,1
7841,home_improvement,0.1515,130.96,74914.77,22.64,626,4256,19385.0,95.7,4,0,0,0
7842,home_improvement,0.1447,122.13,58179.9,16.98,649,1621,2533.0,47.8,0,0,0,1
7843,debt_consolidation,0.1247,717.0,75671.9,1.39,747,2532,7983.0,15.0,0,0,0,0
7844,debt_consolidation,0.118,385.19,77396.77,8.0,738,5463,26028.0,47.4,0,0,0,0
7845,all_other,0.1165,502.91,78774.85,12.12,686,2727,7487.0,71.3,0,1,0,0
7846,all_other,0.1208,658.78,102423.38,1.09,753,3495,3434.0,6.5,1,0,0,0
7847,major_purchase,0.1417,64.1,27622.96,2.73,705,6901,5185.0,76.2,1,0,0,0
7848,educational,0.1182,113.63,37275.08,13.01,721,11086,620.0,5.1,2,0,0,0
7849,small_business,0.1521,808.31,149287.17,17.66,740,11570,21423.0,60.9,0,0,0,0
7850,educational,0.1199,649.87,75041.41,5.95,720,4012,384.0,16.4,3,0,0,0
7851,major_purchase,0.1186,196.21,27995.31,15.7,736,2544,12793.0,48.9,3,0,0,0
7852,all_other,0.0849,178.85,62189.7,2.86,722,6441,1502.0,33.4,3,0,0,0
7853,debt_consolidation,0.1442,251.92,19059.66,25.57,674,1483,3655.0,75.7,0,0,0,0
7854,debt_consolidation,0.1184,321.6,47625.75,3.31,724,1943,15080.0,51.1,4,0,1,0
7855,all_other,0.1368,251.35,91256.35,19.14,692,1941,58226.0,26.2,0,0,0,0
7856,home_improvement,0.1116,281.16,86372.54,5.8,766,5466,4359.0,2.6,2,0,0,0
7857,home_improvement,0.0855,194.67,59220.61,12.67,722,6410,571.0,48.1,1,0,0,0
7858,debt_consolidation,0.148,175.34,115369.73,22.01,664,3749,65716.0,65.0,1,0,0,0
7859,credit_card,0.098,284.6,55101.78,23.65,711,3819,26292.0,58.1,3,0,0,0
7860,all_other,0.1787,158.65,55372.42,10.67,670,6240,5834.0,16.2,2,1,0,1
7861,all_other,0.0764,194.24,29150.57,19.64,786,7265,15039.0,22.5,1,0,0,0
7862,small_business,0.1183,501.06,84905.34,0.89,755,4000,3449.0,11.5,8,0,0,0
7863,educational,0.0805,277.83,41698.85,6.9,796,4271,1759.0,3.1,0,0,0,0
7864,educational,0.1633,312.33,89666.39,11.53,677,307,2264.0,3.8,5,0,0,0
7865,small_business,0.1688,482.88,146177.4,2.25,690,2207,749.0,17.6,6,1,0,0
7866,major_purchase,0.0808,147.35,15628.16,3.83,770,3338,1791.0,38.1,0,0,0,0
7867,credit_card,0.1349,297.75,469443.24,19.09,692,6858,43210.0,67.3,2,0,0,0
7868,educational,0.0708,91.27,19109.68,11.99,697,4362,5077.0,0.8,2,0,0,0
7869,home_improvement,0.1263,681.26,147958.63,5.09,691,7284,8117.0,50.8,9,0,1,0
7870,home_improvement,0.1064,717.61,116446.49,2.92,782,3877,2848.0,17.6,1,0,0,0
7871,debt_consolidation,0.1096,172.3,41683.06,16.75,705,2396,10470.0,29.3,0,0,0,0
7872,home_improvement,0.1541,167.25,68933.0,12.75,671,3697,95.0,53.4,0,0,0,1
7873,small_business,0.1185,391.7,65185.8,4.26,685,4247,5920.0,31.1,0,1,0,0
7874,major_purchase,0.078,214.14,18125.4,19.38,761,4356,7803.0,45.8,1,0,0,0
7875,home_improvement,0.1436,593.69,186128.04,11.64,729,5792,3454.0,24.4,0,1,0,0
7876,credit_card,0.1506,464.6,61877.81,24.66,674,4338,15587.0,76.3,1,0,0,0
7877,all_other,0.1445,194.16,74383.52,4.0,671,2798,3033.0,27.2,8,0,0,1
7878,credit_card,0.1453,465.34,93572.54,9.22,727,7475,27179.0,61.9,0,0,0,0
7879,debt_consolidation,0.1402,327.0,50441.44,16.94,640,4639,7515.0,58.9,1,1,0,1
7880,all_other,0.1086,366.92,64831.46,6.46,803,13846,2296.0,9.0,1,0,0,0
7881,credit_card,0.1351,804.51,98204.55,7.72,728,3284,8909.0,37.8,1,0,0,0
7882,all_other,0.0839,314.85,24573.57,8.34,728,3719,3931.0,27.7,0,0,0,0
7883,credit_card,0.1369,180.6,57909.17,25.01,661,3362,5431.0,89.0,6,2,0,0
7884,home_improvement,0.0909,357.36,66615.68,11.73,730,3332,4408.0,51.0,0,0,0,0
7885,credit_card,0.1264,207.91,49364.02,22.71,718,3305,26017.0,88.1,0,0,0,0
7886,home_improvement,0.1466,815.53,208676.47,16.78,700,4243,22545.0,66.0,0,0,0,0
7887,home_improvement,0.1158,198.96,74041.65,7.17,726,5431,10911.0,81.4,0,0,0,0
7888,major_purchase,0.1387,52.99,47130.49,7.63,701,798,1338.0,2.0,0,0,0,0
7889,credit_card,0.138,226.83,75675.02,21.6,697,4814,11345.0,48.5,2,0,0,0
7890,small_business,0.1232,515.97,74468.0,15.61,700,4240,3982.0,7.2,2,0,0,0
7891,credit_card,0.12,136.6,71266.62,3.47,727,4457,8936.0,33.8,2,0,0,0
7892,small_business,0.1948,837.33,154411.91,16.71,666,12236,82811.0,64.7,0,1,0,0
7893,credit_card,0.1414,260.31,22000.64,19.92,670,9245,40471.0,96.8,0,0,0,0
7894,credit_card,0.1171,232.83,26562.11,2.04,708,2934,2875.0,49.6,1,0,0,0
7895,credit_card,0.116,268.72,65840.76,26.49,706,3785,29979.0,26.7,0,1,0,0
7896,major_purchase,0.1667,316.76,55008.24,15.03,689,3871,5727.0,84.1,0,0,0,0
7897,credit_card,0.1361,270.01,20209.31,18.1,675,907,43283.0,92.9,0,0,0,1
7898,major_purchase,0.099,475.58,89373.43,6.23,732,6529,4102.0,8.7,0,0,0,0
7899,home_improvement,0.1196,447.44,78823.56,9.81,761,6744,493.0,27.1,0,0,0,0
7900,credit_card,0.1226,833.04,50173.04,22.81,697,11004,20638.0,40.5,0,0,0,0
7901,small_business,0.1262,39.45,54202.13,15.75,702,6176,21166.0,74.4,0,0,0,0
7902,major_purchase,0.1126,927.01,90106.65,17.7,727,5367,45322.0,30.3,1,0,0,0
7903,debt_consolidation,0.1565,172.24,42762.84,5.55,663,1180,1278.0,42.9,5,0,0,1
7904,all_other,0.1323,257.37,97778.2,0.76,706,3305,12041.0,31.9,5,0,0,0
7905,debt_consolidation,0.1419,197.58,31063.99,23.15,641,2230,14276.0,67.5,13,0,0,1
7906,debt_consolidation,0.0978,332.14,24143.22,19.71,765,8547,51395.0,43.0,1,0,0,0
7907,small_business,0.1574,51.14,17739.79,12.1,659,1616,1911.0,69.7,1,0,0,1
7908,all_other,0.1679,183.74,74846.15,19.23,651,4461,37392.0,64.8,2,1,0,0
7909,credit_card,0.0932,183.58,82777.64,2.01,722,9218,16395.0,15.7,1,0,0,0
7910,credit_card,0.1181,138.31,66697.72,10.14,684,4834,3101.0,26.7,0,0,0,0
7911,credit_card,0.0887,332.68,69484.61,4.34,813,2513,5091.0,16.1,0,0,0,0
7912,major_purchase,0.1572,136.18,26893.51,18.85,670,3430,1420.0,94.0,0,1,0,1
7913,small_business,0.1262,224.63,19389.85,12.42,688,930,2599.0,55.9,0,0,0,0
7914,small_business,0.1387,633.98,96682.93,10.18,762,2062,19728.0,1.2,0,0,0,0
7915,all_other,0.1202,84.61,47362.07,13.09,704,2668,1467.0,32.4,1,0,0,0
7916,debt_consolidation,0.1235,256.58,59517.08,5.33,727,3527,27255.0,69.5,0,0,0,0
7917,small_business,0.1397,342.48,68287.79,8.14,731,10818,1291.0,43.1,1,1,0,0
7918,debt_consolidation,0.1408,324.45,42768.09,23.61,692,3941,32337.0,98.3,3,0,0,1
7919,debt_consolidation,0.1141,205.76,52512.39,14.34,712,4510,11057.0,73.8,0,0,0,0
7920,debt_consolidation,0.1408,711.51,349329.38,16.58,677,4607,9441.0,56.7,2,1,0,1
7921,credit_card,0.1427,122.56,38489.03,11.42,680,3235,19611.0,48.8,0,0,0,0
7922,all_other,0.0854,344.03,90266.43,2.49,760,4594,45585.0,3.8,0,0,0,0
7923,educational,0.0812,114.13,38892.97,17.8,701,4174,7778.0,19.6,3,0,0,0
7924,small_business,0.1026,861.24,120832.44,1.55,771,5472,47163.0,14.6,0,0,0,0
7925,debt_consolidation,0.1711,358.93,31348.96,25.56,658,6544,5203.0,48.9,5,0,1,0
7926,small_business,0.1706,146.79,36400.76,5.83,666,1982,8608.0,80.3,0,0,1,1
7927,credit_card,0.073,308.82,57053.59,23.33,756,5444,6829.0,50.3,0,0,0,0
7928,credit_card,0.0805,193.23,38503.3,21.97,707,7639,17956.0,98.9,1,0,0,0
7929,debt_consolidation,0.1675,50.75,38992.37,14.33,626,4619,21647.0,106.9,1,0,0,1
7930,credit_card,0.0975,283.39,55778.73,20.84,779,4343,15764.0,40.3,0,0,0,0
7931,educational,0.0768,238.9,19376.53,17.13,764,10312,3156.0,8.4,3,0,0,0
7932,educational,0.0702,186.31,48136.47,3.05,746,3471,7847.0,3.8,4,1,0,0
7933,all_other,0.1147,123.72,42077.89,10.8,675,3157,13304.0,44.6,0,0,0,0
